代碼,學校名稱,地址,電話,座標地址
011XEG,新北市私立新時代幼兒園,[235]新北市中和區德穗里16鄰莒光路120巷14號1~2樓、16號1~2樓,(02)29585161,新北市中和區莒光路120巷14號
011XEI,新北市私立椰林幼兒園,[235]新北市中和區安順里30鄰中和市安平路68號1樓及夾層,(02)29472133,新北市中和區中和市安平路68號
011XEJ,新北市私立實踐幼兒園,[235]新北市中和區福真里32鄰中山路2段312巷45弄9號、11號、13號、35號、37號1樓,(02)22471488,新北市中和區中山路2段312巷45弄9號
011XEN,新北市私立艾蒙幼兒園,[235]新北市中和區錦中里15鄰圓通路290巷1ˋ3號1樓及292巷2號1樓,(02)22472479,新北市中和區圓通路290巷1ˋ3號
011XET,新北市私立幼發拉底幼兒園,[234]新北市永和區保平里25鄰中山路一段331號,(02)29293611,新北市永和區中山路一段331號
011XEV,新北市私立文揚幼兒園,[234]新北市永和區福林里17鄰豫溪街162巷12號1、2樓,(02)89253102,新北市永和區豫溪街162巷12號
011XEX,新北市私立安迪芬幼兒園,[234]新北市永和區信義里2鄰信義路17巷9弄1號及3號1樓至2樓,(02)29278843,新北市永和區信義路17巷9弄1號
011XEY,新北市私立巧可麗雙和幼兒園,[234]新北市永和區潭墘里8鄰安樂路170號,(02)86605058,新北市永和區安樂路170號
011XEZ,新北市私立吉的堡佳樂幼兒園,[234]新北市永和區福林里22鄰福和路95號1樓至2樓,(02)29210336,新北市永和區福和路95號
011XF2,新北市私立傳動幼兒園,[234]新北市永和區得和里23鄰中正路344號1樓、2樓,(02)89231566,新北市永和區中正路344號
011XF3,新北市私立格萊瑪幼兒園,[234]新北市永和區福和里9鄰中正路546號2樓,(02)29299450,新北市永和區中正路546號
011XF4,新北市私立艾瑞克幼兒園,[234]新北市永和區民權里7鄰民權路37號1樓,(02)89413867,新北市永和區民權路37號
011XF5,新北市私立雅德賽思幼兒園,[234]新北市永和區秀成里9鄰成功路一段93巷13弄39號1樓至2樓,(02)29214668,新北市永和區成功路一段93巷13弄39號
011XF6,新北市私立中中幼兒園,[234]新北市永和區和平里16鄰中山路一段191巷15弄8號、10號、12號,(02)29218093,新北市永和區中山路一段191巷15弄8號
011XF8,新北市私立比弗利幼兒園,[234]新北市永和區民治里2鄰中正路232號3樓、234號2、3樓,(02)29413876,新北市永和區中正路232號
011XFA,新北市私立巧可麗幼兒園,[234]新北市永和區勵行里16鄰竹林路30號之1及竹林路32巷6號,(02)89235111,新北市永和區竹林路30號
011XFB,新北市私立民華幼兒園,[234]新北市永和區智光里2鄰民有街6號1，2樓,(02)29489233,新北市永和區民有街6號
011XFD,新北市私立安迪生幼兒園,[234]新北市永和區永安里6鄰永貞路228號1樓、2樓,(02)89217855,新北市永和區永貞路228號
011XFE,新北市私立何嘉仁得和幼兒園,[234]新北市永和區秀元里10鄰得和路273之2號1樓至3樓、273號2樓至3樓、273號2樓之1、273號3樓之1,(02)89233666,新北市永和區得和路273之2號
011XFG,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,[234]新北市永和區保順里37鄰仁愛路282巷6號1樓、282巷10弄6號1樓,(02)86605678,新北市永和區仁愛路282巷6號
011XFH,新北市私立幼學館幼兒園,[234]新北市永和區潭安里12鄰中正路259號1樓、2樓,(02)86601178,新北市永和區中正路259號
011XFM,新北市私立野聲幼兒園,[234]新北市永和區豫溪里11鄰豫溪街74巷7弄2號1樓至3樓、4號1樓至3樓,(02)29242925,新北市永和區豫溪街74巷7弄2號
011XFP,新北市私立榮美幼兒園,[234]新北市永和區秀朗里12鄰永亨路165巷1號1樓、2樓,(02)29296071,新北市永和區永亨路165巷1號
011XFQ,新北市私立杜克幼兒園,[242]新北市新莊區後德里2鄰建福路58巷2號、4號,(02)22065472,新北市新莊區建福路58巷2號
011XFR,新北市私立愛蜜立幼兒園,[242]新北市新莊區光榮里1鄰西盛街119之1號1、2樓,(02)82012438,新北市新莊區西盛街119之1號
011XFV,新北市私立喬聖幼兒園,[242]新北市新莊區昌信里17鄰中原路135號1樓、137號2樓之1,(02)89916887,新北市新莊區中原路135號
011XFX,新北市私立楷模幼兒園,[242]新北市新莊區建安里4鄰民安路177號2樓,(02)22083282,新北市新莊區民安路177號
011XFY,新北市私立苗惠幼兒園,[242]新北市新莊區福興里6鄰五工三路70巷13號1樓,(02)89901767,新北市新莊區五工三路70巷13號
011XFZ,新北市私立夏恩昌隆幼兒園,[242]新北市新莊區昌信里17鄰中原路117號2樓之1、2樓之2,(02)89941238,新北市新莊區中原路117號
011XG1,新北市私立生活家幼兒園,[242]新北市新莊區瓊林里3鄰瓊泰路36號1樓、38號1、2樓,(02)22015533,新北市新莊區瓊泰路36號
011XG2,新北市私立心慈幼兒園,[242]新北市新莊區丹鳳里5鄰中正路700-14號1-~2樓、700-15號1~2樓,(02)29019153,新北市新莊區中正路700-14號
011XG8,新北市私立尼爾生幼兒園,[242]新北市新莊區立基里6鄰中平路81巷4號1樓、2樓,(02)22797200,新北市新莊區中平路81巷4號
011XGA,新北市私立萊斯特幼兒園,[242]新北市新莊區民安里28鄰民安西路113號2樓,(02)22072891#01,新北市新莊區民安西路113號
011XGB,新北市私立凱達格蘭幼兒園,[242]新北市新莊區昌明里10鄰昌明街32號1樓及地下室（部分使用）、36號1樓及地下室（部分使用）,(02)29946705,新北市新莊區昌明街32號
011XGC,新北市私立長隆幼兒園,[242]新北市新莊區頭前里4鄰化成路540之2號(1樓),(02)89929273,新北市新莊區化成路540之2號
011XGD,新北市私立巧依斯幼兒園,[242]新北市新莊區福興里8鄰五工三路78巷23號1樓、23之1號1樓,(02)22989254,新北市新莊區五工三路78巷23號
011XGE,新北市私立吉尼爾幼兒園,[242]新北市新莊區中隆里18鄰中華路2段159號1、2樓,(02)29901626,新北市新莊區中華路2段159號
011XGF,新北市私立吉米貝爾幼兒園,[242]新北市新莊區昌隆里6鄰昌平街31巷21號2樓,(02)89931818,新北市新莊區昌平街31巷21號
011XGG,新北市私立吉德林幼兒園,[242]新北市新莊區建安里24鄰建安街9巷7號1樓,(02)82017673,新北市新莊區建安街9巷7號
011XGH,新北市私立傑出幼兒園,[242]新北市新莊區頭前里14鄰中原東路50號1~2樓,(02)85212182,新北市新莊區中原東路50號
011XGI,新北市私立育誠中榮幼兒園,[242]新北市新莊區中原里13鄰中榮街56巷13弄1號1樓、中原里14鄰中榮街9號1樓,(02)29938181,新北市新莊區中榮街56巷13弄1號
011XGJ,新北市私立建和幼兒園,[242]新北市新莊區文明里11鄰中正路149號2樓,(02)29946699,新北市新莊區中正路149號
011XgK,新北市私立親親袋鼠幼兒園,[242]新北市新莊區思源里3鄰思源路87巷11號1樓、11之1號1樓,(02)29949655,新北市新莊區思源路87巷11號
011XGL,新北市私立史丹虹幼兒園,[242]新北市新莊區昌信里8鄰昌平街84號2樓,(02)29938077,新北市新莊區昌平街84號
011XGQ,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,[242]新北市新莊區思源里5鄰復興路3段19號1.2.3樓,(02)89922195#11,新北市新莊區復興路3段19號
011XGR,新北市私立永錡光華幼兒園,[242]新北市新莊區光華里2鄰民安西路410巷15號3樓,(02)22035588,新北市新莊區民安西路410巷15號
011XGX,新北市私立安心幼兒園,[242]新北市新莊區合鳳里13鄰天祥街107巷18號1樓,(02)29027825,新北市新莊區天祥街107巷18號
011XGZ,新北市私立永錡裕民幼兒園,[242]新北市新莊區龍鳳里6鄰龍安路67號1~3樓,(02)29011741,新北市新莊區龍安路67號
011XH0,新北市私立健群幼兒園,[242]新北市新莊區龍鳳里25鄰龍安路78號2樓，80號1，2樓,(02)29032148,新北市新莊區龍安路78號
011XH1,新北市私立塏地安幼兒園,[242]新北市新莊區頭前里3鄰化成路492巷10號,(02)29929193,新北市新莊區化成路492巷10號
011XH3,新北市私立榮欣幼兒園,[242]新北市新莊區中平里7鄰中和街191巷47號1樓、51號1樓,(02)29922174,新北市新莊區中和街191巷47號
011XH7,新北市私立博登幼兒園,[242]新北市新莊區文德里5鄰新莊路152巷25號、27號1樓,(02)29923993,新北市新莊區新莊路152巷25號
011XH8,新北市私立格登幼兒園,[242]新北市新莊區中原里23鄰中信街109號1，2樓，111號1樓,(02)29909966,新北市新莊區中信街109號
011XH9,新北市私立大鵬鳥幼兒園,[242]新北市新莊區昌信里17鄰中原路105號1樓、2樓之3、2樓之5,(02)89911988,新北市新莊區中原路105號
011XHA,新北市私立捷群幼兒園,[242]新北市新莊區後港里21鄰建安街16巷6號1樓,(02)22068477,新北市新莊區建安街16巷6號
011XHD,新北市私立和智幼兒園,[242]新北市新莊區昌平里10鄰新莊市昌平街71巷20號1樓、22號1樓,(02)29989969,新北市新莊區新莊市昌平街71巷20號
011XHF,新北市私立智慧幼兒園,[242]新北市新莊區四維里22鄰成德街9號1樓，2樓,(02)22063808,新北市新莊區成德街9號
011XHG,新北市私立惠群幼兒園,[242]新北市新莊區化成里15鄰化成路143號,(02)29901158,新北市新莊區化成路143號
011XHH,新北市私立悠幼幼兒園,[242]新北市新莊區中信里4鄰中信街68號2樓之1(1、2樓)、68號(2樓共同使用部分),(02)89925711,新北市新莊區中信街68號
011XHI,新北市私立寶貝家族幼兒園,[242]新北市新莊區文衡里4鄰新泰路17號1樓,(02)22025567,新北市新莊區新泰路17號
011XHL,新北市私立意秋幼兒園,[242]新北市新莊區福營里9鄰後港一路192號1，2，3樓,(02)29028680,新北市新莊區後港一路192號
011XHM,新北市私立愛德華幼兒園,[242]新北市新莊區立德里14鄰和興街41號1~2樓,(02)29907029,新北市新莊區和興街41號
011XHN,新北市私立榮富幼兒園,[242]新北市新莊區中平里5鄰中和街155巷24弄26號2，3樓,(02)89920088,新北市新莊區中和街155巷24弄26號
011XHO,新北市私立青園幼兒園,[242]新北市新莊區中華里8鄰中港路338之1號1樓，中安街5巷21號2樓,(02)29932211,新北市新莊區中港路338之1號
011XHP,新北市私立儒林幼兒園,[242]新北市新莊區裕民里32鄰中正路新生巷73，75號1樓,(02)29072893,新北市新莊區中正路新生巷73，75號
011XHQ,新北市私立嘉慶幼兒園,[231]新北市新店區公崙里14鄰安康路2段136號,(02)22123378,新北市新店區安康路2段136號
011XHY,新北市私立積木幼兒園,[231]新北市新店區中華里9鄰三民路31號1~2樓,(02)29182889,新北市新店區三民路31號
011XHZ,新北市私立新乖乖幼兒園,[231]新北市新店區青潭里8鄰北宜路二段56巷3弄2號1樓、5弄1號1樓,(02)22172598,新北市新店區北宜路二段56巷3弄2號
011XI0,新北市私立寶媽媽幼兒園,[231]新北市新店區日興里2鄰安康路三段355巷40號1樓、42號3樓,(02)22152422,新北市新店區安康路三段355巷40號
011XI4,康軒文教事業股份有限公司附設新北市私立員工幼兒園,[231]新北市新店區寶福里21鄰中興路二段218巷11號3樓,(02)86651866,新北市新店區中興路二段218巷11號
011XI5,新北市私立佳欣中正幼兒園,[231]新北市新店區仁愛里4鄰中正路128巷7弄2號1樓，4號1樓,(02)29138664,新北市新店區中正路128巷7弄2號
011XI7,新北市私立新中幼兒園,[231]新北市新店區百和里14鄰中正路360號2樓,(02)22192878,新北市新店區中正路360號
011XIC,新北市私立尼斯堡幼兒園,[231]新北市新店區中央里1鄰中央一街20號1樓,(02)82187139,新北市新店區中央一街20號
011XID,新北市私立好好幼兒園,[231]新北市新店區達觀里1鄰達觀路6號1，2樓,(02)22135960,新北市新店區達觀路6號
011XIF,新北市私立佳欣北新幼兒園,[231]新北市新店區仁愛里5鄰北新路二段29巷1弄1號1，2樓,(02)86653778,新北市新店區北新路二段29巷1弄1號
011XIG,新北市私立大豐幼兒園,[231]新北市新店區信義里12鄰寶元路1段87巷1號1樓、2樓,(02)29107212,新北市新店區寶元路1段87巷1號
011XIJ,新北市私立俏媽咪幼兒園,[231]新北市新店區明德里5鄰民族路55號,(02)29115811,新北市新店區民族路55號
011XIL,新北市私立炫媽咪幼兒園,[231]新北市新店區中興里9鄰中興路一段203號1、2樓,(02)89112955,新北市新店區中興路一段203號
011XIM,新北市私立容石園幼兒園,[231]新北市新店區建國里10鄰建安街31號1樓,(02)29179648,新北市新店區建安街31號
011XIO,新北市私立道欣幼兒園,[231]新北市新店區玫瑰里24鄰玫瑰路58巷33號1樓,(02)22155515,新北市新店區玫瑰路58巷33號
011XIP,新北市私立嘉瑄幼兒園,[231]新北市新店區大豐里19鄰二十張路111號1、2樓,(02)22198524,新北市新店區二十張路111號
011XIU,新北市私立通泉草幼兒園,[231]新北市新店區粗坑里11鄰花園一路一段3號1、2樓,(02)26665523,新北市新店區花園一路一段3號
011XIV,新北市私立富雅幼兒園,[238]新北市樹林區中山里18鄰地政街17號1、2、3樓,(02)26689689,新北市樹林區地政街17號
011XIX,新北市私立育全保安幼兒園,[238]新北市樹林區潭底里3鄰保安街一段345號1，2，3樓,(02)26878181,新北市樹林區保安街一段345號
011XIZ,新北市私立育安園幼兒園,[238]新北市樹林區和平里20鄰中華路12巷13號1樓,(02)86842598,新北市樹林區中華路12巷13號
011XJ0,新北市私立花旗幼兒園,[238]新北市樹林區金寮里19鄰保安街2段20號3樓、26號3樓、28號3樓,(02)26764898,新北市樹林區保安街2段20號
011XJ1,新北市私立名欣幼兒園,[238]新北市樹林區圳民里1鄰俊英街238之6號1樓,(02)26841206,新北市樹林區俊英街238之6號
011XJ2,新北市私立快樂地幼兒園,[238]新北市樹林區彭福里4鄰八德街118號,(02)86858888,新北市樹林區八德街118號
011XJ4,新北市私立育智幼兒園,[238]新北市樹林區東昇里25鄰大安路577號1樓,(02)26851375,新北市樹林區大安路577號
011XJ5,新北市私立喬中幼兒園,[238]新北市樹林區樹西里32鄰復興路198號2樓,(02)26752955,新北市樹林區復興路198號
011XJ6,新北市私立佳園幼兒園,[238]新北市樹林區中山里21鄰中洲街51巷2號1，2樓,(02)26808818,新北市樹林區中洲街51巷2號
011XJ7,新北市私立雅立福幼兒園,[238]新北市樹林區三福里30鄰三福街85巷2-1號，2-2號1樓,(02)26885123,新北市樹林區三福街85巷2-1號
011XJ8,新北市私立樹林育林幼兒園,[238]新北市樹林區育英里8鄰文化街28號1、2樓,(02)26751695,新北市樹林區文化街28號
011XJ9,新北市私立柏克萊幼兒園,[238]新北市樹林區東陽里13鄰東陽街59號1樓、61號1樓,(02)86850078,新北市樹林區東陽街59號
